person_id,source,collected_at,total_citations,h_index,i10_index,citations_5yr,h_index_5yr,works_count,raw_json
14,google_scholar,2026-09-14,520,10,10,459,10,,"{""name"": ""Huê-Tâm Jamme"", ""affiliation"": ""Arizona State University"", ""email_domain"": ""@asu.edu"", ""interests"": [""Mobilities"", ""Mobility Transition"", ""TOD"", ""Digital Economy"", ""Urbanism""], ""homepage"": ""https://www.researchgate.net/profile/Hue-Tam-Jamme"", ""citedby"": 520, ""citedby5y"": 459, ""hindex"": 10, ""hindex5y"": 10, ""i10index"": 10, ""i10index5y"": 10, ""cites_per_year"": {""2018"": 9, ""2019"": 13, ""2020"": 32, ""2021"": 27, ""2022"": 51, ""2023"": 71, ""2024"": 110, ""2025"": 101, ""2026"": 98}}"
15,google_scholar,2026-09-14,2717,26,43,1663,21,,"{""name"": ""David A. King"", ""affiliation"": ""Urban Planning Faculty, School of Geographical Sciences and Urban Planning, Arizona"", ""email_domain"": ""@asu.edu"", ""interests"": [""city planning"", ""parking"", ""taxicabs"", ""finance"", ""human-scaled transport""], ""homepage"": ""https://search.asu.edu/profile/3022592"", ""citedby"": 2717, ""citedby5y"": 1663, ""hindex"": 26, ""hindex5y"": 21, ""i10index"": 43, ""i10index5y"": 34, ""cites_per_year"": {""2004"": 7, ""2005"": 10, ""2006"": 17, ""2007"": 25, ""2008"": 30, ""2009"": 50, ""2010"": 42, ""2011"": 36, ""2012"": 52, ""2013"": 51, ""2014"": 66, ""2015"": 60, ""2016"": 68, ""2017"": 87, ""2018"": 95, ""2019"": 130, ""2020"": 181, ""2021"": 225, ""2022"": 257, ""2023"": 266, ""2024"": 319, ""2025"": 361, ""2026"": 233}}"
16,google_scholar,2026-09-14,9112,51,100,4805,40,,"{""name"": ""Kelli L. Larson"", ""affiliation"": ""Professor of Geography and Sustainability, Arizona State University"", ""email_domain"": ""@asu.edu"", ""interests"": [""human-environment geography"", ""landscape sustainability"", ""urban ecology"", ""residential land systems"", ""perceptions attitudes & behavior""], ""homepage"": ""https://geoplan.asu.edu/kelli-larson"", ""citedby"": 9112, ""citedby5y"": 4805, ""hindex"": 51, ""hindex5y"": 40, ""i10index"": 100, ""i10index5y"": 90, ""cites_per_year"": {""2008"": 28, ""2009"": 38, ""2010"": 72, ""2011"": 126, ""2012"": 167, ""2013"": 239, ""2014"": 347, ""2015"": 388, ""2016"": 474, ""2017"": 458, ""2018"": 549, ""2019"": 523, ""2020"": 715, ""2021"": 898, ""2022"": 826, ""2023"": 905, ""2024"": 834, ""2025"": 811, ""2026"": 522}}"
17,google_scholar,2026-09-14,13232,33,53,10814,33,,"{""name"": ""Sara Meerow"", ""affiliation"": ""Associate Professor, Department of Geography, University of Colorado Boulder"", ""email_domain"": ""@colorado.edu"", ""interests"": [""urban resilience"", ""urban sustainability"", ""climate adaptation"", ""green infrastructure"", ""extreme heat""], ""homepage"": ""http://sarameerow.com/"", ""citedby"": 13232, ""citedby5y"": 10814, ""hindex"": 33, ""hindex5y"": 33, ""i10index"": 53, ""i10index5y"": 52, ""cites_per_year"": {""2016"": 74, ""2017"": 188, ""2018"": 428, ""2019"": 615, ""2020"": 879, ""2021"": 1224, ""2022"": 1515, ""2023"": 1721, ""2024"": 1865, ""2025"": 2379, ""2026"": 2097}}"
18,google_scholar,2026-09-14,420,7,7,412,7,,"{""name"": ""Lindsay Martin Oluyede"", ""affiliation"": ""Assistant Professor, Arizona State University"", ""email_domain"": ""@asu.edu"", ""interests"": [""COVID-19 Pandemic"", ""Transportation Insecurity""], ""homepage"": ""https://www.lindsayoluyede.com/"", ""citedby"": 420, ""citedby5y"": 412, ""hindex"": 7, ""hindex5y"": 7, ""i10index"": 7, ""i10index5y"": 7, ""cites_per_year"": {""2021"": 4, ""2022"": 29, ""2023"": 82, ""2024"": 88, ""2025"": 123, ""2026"": 82}}"
19,google_scholar,2026-09-14,1834,24,43,1130,17,,"{""name"": ""Deirdre Pfeiffer"", ""affiliation"": ""Associate Professor of Planning, Arizona State University"", ""email_domain"": ""@asu.edu"", ""interests"": [""housing"", ""social equity"", ""community development"", ""aging""], ""homepage"": ""https://sgsup.asu.edu/deirdre-pfeiffer"", ""citedby"": 1834, ""citedby5y"": 1130, ""hindex"": 24, ""hindex5y"": 17, ""i10index"": 43, ""i10index5y"": 31, ""cites_per_year"": {""2009"": 7, ""2010"": 6, ""2011"": 8, ""2012"": 16, ""2013"": 29, ""2014"": 29, ""2015"": 52, ""2016"": 65, ""2017"": 76, ""2018"": 110, ""2019"": 121, ""2020"": 154, ""2021"": 177, ""2022"": 174, ""2023"": 182, ""2024"": 237, ""2025"": 221, ""2026"": 137}}"
20,google_scholar,2026-09-14,559,11,11,459,11,,"{""name"": ""Jose-Benito Rosales Chavez"", ""affiliation"": ""Assistant Professor"", ""email_domain"": ""@asu.edu"", ""interests"": [""Food environment"", ""food availability and access"", ""nutrition"", ""health"", ""community development""], ""homepage"": ""https://search.asu.edu/profile/1897109"", ""citedby"": 559, ""citedby5y"": 459, ""hindex"": 11, ""hindex5y"": 11, ""i10index"": 11, ""i10index5y"": 11, ""cites_per_year"": {""2016"": 3, ""2017"": 7, ""2018"": 11, ""2019"": 23, ""2020"": 39, ""2021"": 48, ""2022"": 69, ""2023"": 80, ""2024"": 84, ""2025"": 115, ""2026"": 61}}"
21,google_scholar,2026-09-14,5758,33,47,1554,17,,"{""name"": ""Mark Roseland"", ""affiliation"": ""Arizona State University; Simon Fraser University"", ""email_domain"": ""@asu.edu"", ""interests"": [""sustainable development"", ""community and regional planning""], ""homepage"": ""http://markroseland.com/"", ""citedby"": 5758, ""citedby5y"": 1554, ""hindex"": 33, ""hindex5y"": 17, ""i10index"": 47, ""i10index5y"": 25, ""cites_per_year"": {""1993"": 26, ""1994"": 22, ""1995"": 35, ""1996"": 26, ""1997"": 36, ""1998"": 40, ""1999"": 48, ""2000"": 68, ""2001"": 72, ""2002"": 89, ""2003"": 122, ""2004"": 101, ""2005"": 104, ""2006"": 118, ""2007"": 104, ""2008"": 149, ""2009"": 157, ""2010"": 189, ""2011"": 169, ""2012"": 200, ""2013"": 272, ""2014"": 236, ""2015"": 286, ""2016"": 285, ""2017"": 277, ""2018"": 239, ""2019"": 286, ""2020"": 265, ""2021"": 297, ""2022"": 258, ""2023"": 257, ""2024"": 288, ""2025"": 292, ""2026"": 160}}"
22,google_scholar,2026-09-14,20943,70,142,9617,56,,"{""name"": ""David Sailor"", ""affiliation"": ""Arizona State University"", ""email_domain"": ""@asu.edu"", ""interests"": [""Sustainable Cities"", ""Built Environment"", ""Urban Climate"", ""Energy and Environment"", ""Building Science""], ""homepage"": ""https://search.asu.edu/profile/2757130"", ""citedby"": 20943, ""citedby5y"": 9617, ""hindex"": 70, ""hindex5y"": 56, ""i10index"": 142, ""i10index5y"": 120, ""cites_per_year"": {""2003"": 64, ""2004"": 79, ""2005"": 130, ""2006"": 128, ""2007"": 129, ""2008"": 220, ""2009"": 284, ""2010"": 382, ""2011"": 447, ""2012"": 582, ""2013"": 661, ""2014"": 840, ""2015"": 886, ""2016"": 1046, ""2017"": 1143, ""2018"": 1094, ""2019"": 1255, ""2020"": 1469, ""2021"": 1603, ""2022"": 1586, ""2023"": 1588, ""2024"": 1665, ""2025"": 1806, ""2026"": 1363}}"
23,google_scholar,2026-09-14,4145,29,48,2769,24,,"{""name"": ""Deborah Salon"", ""affiliation"": ""Associate Professor, School of Geographical Sciences and Urban Planning, Arizona State University"", ""email_domain"": ""@asu.edu"", ""interests"": [""Transportation Studies""], ""homepage"": ""https://sgsup.asu.edu/deborah-salon"", ""citedby"": 4145, ""citedby5y"": 2769, ""hindex"": 29, ""hindex5y"": 24, ""i10index"": 48, ""i10index5y"": 39, ""cites_per_year"": {""2004"": 11, ""2005"": 10, ""2006"": 14, ""2007"": 18, ""2008"": 14, ""2009"": 23, ""2010"": 28, ""2011"": 43, ""2012"": 46, ""2013"": 65, ""2014"": 74, ""2015"": 90, ""2016"": 113, ""2017"": 119, ""2018"": 167, ""2019"": 215, ""2020"": 260, ""2021"": 329, ""2022"": 448, ""2023"": 462, ""2024"": 579, ""2025"": 532, ""2026"": 408}}"
24,google_scholar,2026-09-14,3717,34,69,2148,26,,"{""scholar_id"": ""xolGcEIAAAAJ"", ""name"": ""Daoqin Tong"", ""affiliation"": ""Arizona State University"", ""email_domain"": ""@asu.edu"", ""interests"": [""spatial optimization"", ""GIS"", ""spatial analysis"", ""geography"", ""transportation""], ""homepage"": null, ""citedby"": 3717, ""citedby5y"": 2148, ""hindex"": 34, ""hindex5y"": 26, ""i10index"": 69, ""i10index5y"": 59, ""cites_per_year"": {""2009"": 11, ""2010"": 27, ""2011"": 37, ""2012"": 70, ""2013"": 86, ""2014"": 129, ""2015"": 123, ""2016"": 153, ""2017"": 189, ""2018"": 177, ""2019"": 232, ""2020"": 295, ""2021"": 320, ""2022"": 356, ""2023"": 380, ""2024"": 377, ""2025"": 427, ""2026"": 283}}"
25,google_scholar,2026-09-14,6708,43,81,3675,28,,"{""scholar_id"": ""pdxbJg0AAAAJ"", ""name"": ""Elizabeth Wentz"", ""affiliation"": ""Arizona State University"", ""email_domain"": ""@asu.edu"", ""interests"": [""GIScience"", ""remote sensing"", ""spatial analysis"", ""urban environment""], ""homepage"": null, ""citedby"": 6708, ""citedby5y"": 3675, ""hindex"": 43, ""hindex5y"": 28, ""i10index"": 81, ""i10index5y"": 65, ""cites_per_year"": {""2002"": 19, ""2003"": 16, ""2004"": 29, ""2005"": 36, ""2006"": 32, ""2007"": 74, ""2008"": 75, ""2009"": 97, ""2010"": 134, ""2011"": 139, ""2012"": 175, ""2013"": 171, ""2014"": 189, ""2015"": 207, ""2016"": 243, ""2017"": 241, ""2018"": 296, ""2019"": 312, ""2020"": 390, ""2021"": 462, ""2022"": 607, ""2023"": 565, ""2024"": 735, ""2025"": 776, ""2026"": 525}}"
26,google_scholar,2026-09-14,301,10,11,243,9,,"{""scholar_id"": ""kpbXtqsAAAAJ"", ""name"": ""Sweta Byahut"", ""affiliation"": ""Auburn University"", ""email_domain"": ""@auburn.edu"", ""interests"": [""Land management"", ""development regulation"", ""disaster mitigation"", ""planning in Indian cities""], ""homepage"": ""http://www.cla.auburn.edu/polisci/directory/professorial-faculty/sweta-byahut/"", ""citedby"": 301, ""citedby5y"": 243, ""hindex"": 10, ""hindex5y"": 9, ""i10index"": 11, ""i10index5y"": 8, ""cites_per_year"": {""2017"": 4, ""2018"": 1, ""2019"": 17, ""2020"": 29, ""2021"": 43, ""2022"": 45, ""2023"": 39, ""2024"": 27, ""2025"": 55, ""2026"": 33}}"
27,google_scholar,2026-09-14,383,9,8,324,9,,"{""scholar_id"": ""CM-d0S0AAAAJ"", ""name"": ""Megan E. Heim LaFrombois"", ""affiliation"": ""Associate Professor, Department of Political Science, Auburn University"", ""email_domain"": ""@auburn.edu"", ""interests"": [""Resilient communities"", ""community development"", ""public policy"", ""plan evaluation"", ""community engagement""], ""homepage"": ""https://cla.auburn.edu/polisci/directory/professorial-faculty/megan-e-heim-lafrombois/"", ""citedby"": 383, ""citedby5y"": 324, ""hindex"": 9, ""hindex5y"": 9, ""i10index"": 8, ""i10index5y"": 8, ""cites_per_year"": {""2016"": 1, ""2017"": 2, ""2018"": 5, ""2019"": 20, ""2020"": 30, ""2021"": 34, ""2022"": 44, ""2023"": 64, ""2024"": 56, ""2025"": 76, ""2026"": 46}}"
28,google_scholar,2026-09-14,182,4,4,178,4,,"{""scholar_id"": ""LOmY700AAAAJ"", ""name"": ""Binita Mahato"", ""affiliation"": ""Associate Professor"", ""email_domain"": ""@auburn.edu"", ""interests"": [""Urban Design and Planning"", ""Global South"", ""Sustainability"", ""Urban Informality""], ""homepage"": ""https://cla.auburn.edu/polisci/directory/professorial-faculty/binita-mahato/"", ""citedby"": 182, ""citedby5y"": 178, ""hindex"": 4, ""hindex5y"": 4, ""i10index"": 4, ""i10index5y"": 4, ""cites_per_year"": {""2019"": 1, ""2020"": 3, ""2021"": 7, ""2022"": 20, ""2023"": 19, ""2024"": 35, ""2025"": 55, ""2026"": 42}}"
29,google_scholar,2026-09-14,463,9,9,274,8,,"{""scholar_id"": ""iS703cMAAAAJ"", ""name"": ""Jay Mittal"", ""affiliation"": ""Auburn University, Auburn, AL, USA"", ""email_domain"": ""@auburn.edu"", ""interests"": [""real estate"", ""urban planning"", ""gis"", ""land""], ""homepage"": ""http://www.cla.auburn.edu/polisci/directory/professorial-faculty/jay-mittal/"", ""citedby"": 463, ""citedby5y"": 274, ""hindex"": 9, ""hindex5y"": 8, ""i10index"": 9, ""i10index5y"": 6, ""cites_per_year"": {""2014"": 5, ""2015"": 7, ""2016"": 11, ""2017"": 18, ""2018"": 29, ""2019"": 36, ""2020"": 72, ""2021"": 61, ""2022"": 57, ""2023"": 42, ""2024"": 48, ""2025"": 38, ""2026"": 28}}"
30,google_scholar,2026-09-14,797,13,15,277,10,,"{""scholar_id"": ""oSoTwbYAAAAJ"", ""name"": ""Rebecca C Retzlaff"", ""affiliation"": ""Professor of Urban Planning, Department of Political Science, Auburn University"", ""email_domain"": ""@auburn.edu"", ""interests"": [""urban planning"", ""planning law"", ""land use planning"", ""planning history""], ""homepage"": null, ""citedby"": 797, ""citedby5y"": 277, ""hindex"": 13, ""hindex5y"": 10, ""i10index"": 15, ""i10index5y"": 10, ""cites_per_year"": {""2003"": 7, ""2004"": 7, ""2005"": 3, ""2006"": 4, ""2007"": 6, ""2008"": 5, ""2009"": 20, ""2010"": 26, ""2011"": 31, ""2012"": 40, ""2013"": 52, ""2014"": 43, ""2015"": 47, ""2016"": 33, ""2017"": 44, ""2018"": 48, ""2019"": 34, ""2020"": 41, ""2021"": 43, ""2022"": 48, ""2023"": 47, ""2024"": 60, ""2025"": 50, ""2026"": 29}}"
32,google_scholar,2026-09-14,54,2,1,51,2,,"{""scholar_id"": ""RFYdIqQAAAAJ"", ""name"": ""Lohren Deeg"", ""affiliation"": ""Associate Professor of Urban Planning"", ""email_domain"": ""@bsu.edu"", ""interests"": [""urban design"", ""design pedagogy"", ""design communication"", ""complete streets"", ""community health""], ""homepage"": ""https://www.bsu.edu/academics/collegesanddepartments/urban-planning/about-us/faculty-and-staff/deeglohren"", ""citedby"": 54, ""citedby5y"": 51, ""hindex"": 2, ""hindex5y"": 2, ""i10index"": 1, ""i10index5y"": 1, ""cites_per_year"": {""2018"": 1, ""2019"": 0, ""2020"": 1, ""2021"": 4, ""2022"": 9, ""2023"": 4, ""2024"": 10, ""2025"": 12, ""2026"": 12}}"
38,google_scholar,2026-09-14,242,7,7,234,7,,"{""scholar_id"": ""JFjdQ94AAAAJ"", ""name"": ""Christopher Giamarino"", ""affiliation"": ""Assistant Professor of Urban and Regional Planning, College of Environmental Design, Cal Poly Pomona"", ""email_domain"": ""@cpp.edu"", ""interests"": [""urban design"", ""spatial justice"", ""housing and homelessness"", ""public space"", ""skateboarding""], ""homepage"": ""https://www.linkedin.com/in/chris-giamarino-936151271/"", ""citedby"": 242, ""citedby5y"": 234, ""hindex"": 7, ""hindex5y"": 7, ""i10index"": 7, ""i10index5y"": 6, ""cites_per_year"": {""2018"": 2, ""2019"": 4, ""2020"": 1, ""2021"": 7, ""2022"": 12, ""2023"": 30, ""2024"": 47, ""2025"": 82, ""2026"": 53}}"
39,google_scholar,2026-09-14,104,6,4,45,5,,"{""scholar_id"": ""hZSH7SEAAAAJ"", ""name"": ""Dr. Álvaro Huerta"", ""affiliation"": ""Professor, Cal Poly Pomona"", ""email_domain"": ""@cpp.edu"", ""interests"": [""Urban Planning"", ""Informal Economy"", ""Ethnic Studies"", ""Immigration"", ""Social Networks""], ""homepage"": ""https://experts.cpp.edu/member/alvaro-huerta/"", ""citedby"": 104, ""citedby5y"": 45, ""hindex"": 6, ""hindex5y"": 5, ""i10index"": 4, ""i10index5y"": 0, ""cites_per_year"": {""2007"": 1, ""2008"": 0, ""2009"": 3, ""2010"": 1, ""2011"": 7, ""2012"": 2, ""2013"": 3, ""2014"": 8, ""2015"": 0, ""2016"": 1, ""2017"": 8, ""2018"": 8, ""2019"": 8, ""2020"": 6, ""2021"": 10, ""2022"": 8, ""2023"": 7, ""2024"": 14, ""2025"": 4, ""2026"": 2}}"
40,google_scholar,2026-09-14,594,13,21,414,10,,"{""scholar_id"": ""s8hqUgMAAAAJ"", ""name"": ""Dohyung Kim"", ""affiliation"": ""California State Polytechnic University, Pomona"", ""email_domain"": ""@cpp.edu"", ""interests"": [""Sustainable Transportation"", ""Travel Behavior"", ""Built Environment"", ""Active Living"", ""GIS Application in""], ""homepage"": ""https://www.cpp.edu/faculty/dohyungkim/index.shtml"", ""citedby"": 594, ""citedby5y"": 414, ""hindex"": 13, ""hindex5y"": 10, ""i10index"": 21, ""i10index5y"": 13, ""cites_per_year"": {""2006"": 3, ""2007"": 2, ""2008"": 2, ""2009"": 8, ""2010"": 4, ""2011"": 5, ""2012"": 7, ""2013"": 10, ""2014"": 4, ""2015"": 13, ""2016"": 11, ""2017"": 20, ""2018"": 25, ""2019"": 20, ""2020"": 44, ""2021"": 47, ""2022"": 64, ""2023"": 73, ""2024"": 87, ""2025"": 101, ""2026"": 42}}"
41,google_scholar,2026-09-14,339,7,6,336,7,,"{""scholar_id"": ""ghfUm28AAAAJ"", ""name"": ""Nicole Lambrou"", ""affiliation"": ""California State Polytechnic University, Pomona"", ""email_domain"": ""@tinkercraft.com"", ""interests"": [""Urban Planning"", ""Climate Change"", ""Urban Design""], ""homepage"": ""http://nicolelambrou.com/"", ""citedby"": 339, ""citedby5y"": 336, ""hindex"": 7, ""hindex5y"": 7, ""i10index"": 6, ""i10index5y"": 6, ""cites_per_year"": {""2021"": 3, ""2022"": 6, ""2023"": 22, ""2024"": 63, ""2025"": 119, ""2026"": 120}}"
42,google_scholar,2026-09-14,667,9,9,606,9,,"{""scholar_id"": ""dTKY41IAAAAJ"", ""name"": ""Xijing Li"", ""affiliation"": ""PhD student, UNC-Chapel Hill"", ""email_domain"": ""@unc.edu"", ""interests"": [""Environmental Planning"", ""Urban Heat island effect"", ""Planning Legacy""], ""homepage"": null, ""citedby"": 667, ""citedby5y"": 606, ""hindex"": 9, ""hindex5y"": 9, ""i10index"": 9, ""i10index5y"": 9, ""cites_per_year"": {""2017"": 5, ""2018"": 4, ""2019"": 12, ""2020"": 35, ""2021"": 33, ""2022"": 92, ""2023"": 100, ""2024"": 121, ""2025"": 150, ""2026"": 107}}"
43,google_scholar,2026-09-14,181,7,6,129,5,,"{""scholar_id"": ""d23fm7kAAAAJ"", ""name"": ""Dave Amos"", ""affiliation"": ""Cal Poly, San Luis Obispo"", ""email_domain"": ""@calpoly.edu"", ""interests"": [""Land use planning"", ""active transportation"", ""urban design""], ""homepage"": ""http://www.daveamos.com/"", ""citedby"": 181, ""citedby5y"": 129, ""hindex"": 7, ""hindex5y"": 5, ""i10index"": 6, ""i10index5y"": 5, ""cites_per_year"": {""2014"": 6, ""2015"": 4, ""2016"": 9, ""2017"": 14, ""2018"": 7, ""2019"": 4, ""2020"": 5, ""2021"": 17, ""2022"": 18, ""2023"": 26, ""2024"": 25, ""2025"": 24, ""2026"": 18}}"
